Name,Address,Phone,Website,Email,All Emails,Google Maps,Rating,Reviews,City
"D & D Truck & Auto","1226 S Main St, Graham, NC 27253, USA","(336) 270-5104","https://www.ddtruckandautos.com/","","","https://maps.google.com/?cid=17614720602222019838",4.9,156,"Burlington, NC"
"Kastrati Auto Sales","1730 Maple Ave, Burlington, NC 27215, USA","(336) 264-5949","http://kastratiautosales.com/","","","https://maps.google.com/?cid=14952289178248286024",4.9,151,"Burlington, NC"
"Coptic Auto","3005 US-301, Wilson, NC 27893, USA","(910) 381-3561","http://www.copticauto.com/","","","https://maps.google.com/?cid=7839536990567567959",4.9,147,"Wilson, NC"
"Roberts Auto Services","402 Wicker St, Sanford, NC 27330, USA","(919) 342-1450","https://robertsautoservices.com/?utm_source=gmb&utm_medium=organic&utm_campaign=autosweet-MainListing&utm_term=WebsiteClicks","","","https://maps.google.com/?cid=15744970954235177528",4.9,141,"Sanford, NC"
"Auto Mart - Used Cars in Jacksonville, NC","1001 N Marine Blvd, Jacksonville, NC 28540, USA","(910) 388-7609","https://www.automartjacksonville.com/","","","https://maps.google.com/?cid=16038501430278422905",4.9,132,"Jacksonville, NC"
"AutoMax of Wilson","4711 Nash St N, Wilson, NC 27896, USA","(252) 364-3962","https://automax.net/","","","https://maps.google.com/?cid=8484736520434094240",4.9,132,"Wilson, NC"
"Taylor Smith Automotive","1604 S Cannon Blvd, Kannapolis, NC 28083, USA","(704) 298-0035","https://taylorsmithautomotive.com/","taylorsmithautomotive@gmail.com","taylorsmithautomotive@gmail.com","https://maps.google.com/?cid=14665944908559141564",4.9,131,"Kannapolis, NC"
"NC Motorsports LLC","4086 NC 42 STE 103, Garner, NC 27529, USA","(919) 585-6309","http://nc-motorsports.com/","","","https://maps.google.com/?cid=16322763497424991295",4.9,127,"Garner, NC"
"Black Label Motors","615 Stallings Rd STE A, Matthews, NC 28104, USA","(704) 781-7175","http://www.blacklabelmotors.com/","dlabel@blacklabelmotors.com","dlabel@blacklabelmotors.com","https://maps.google.com/?cid=5028836484655859309",4.9,125,"Matthews, NC"
"Capa auto sales","1301 S Main St, High Point, NC 27260, USA","(336) 882-7548","http://www.capaauto.com/","","","https://maps.google.com/?cid=15709174487331377514",4.9,119,"High Point, NC"
"Atlantic Auto Exchange Inc","2511 Guess Rd, Durham, NC 27705, USA","(919) 416-9400","http://www.atlanticautoexchange.com/","","","https://maps.google.com/?cid=8898695704313997618",4.9,114,"Durham, NC"
"Carolina Auto Imports, Inc","4015 N Tryon St, Charlotte, NC 28206, USA","(704) 599-2020","http://www.carolinaautoimport.com/","","","https://maps.google.com/?cid=10096239582256981789",4.9,111,"Charlotte, NC"
"Nation Auto Sales Inc.","4101 Spring Garden St, Greensboro, NC 27407, USA","(336) 823-1641","https://nationauto.co/","","","https://maps.google.com/?cid=13934533129828458351",4.9,109,"Greensboro, NC"
"KMA Premium Motors, LLC","276 E Plaza Dr B, Mooresville, NC 28115, USA","(704) 778-1999","http://kmapremiummotors.com/","","","https://maps.google.com/?cid=13400748742588691706",4.9,98,"Mooresville, NC"
"A&A MOTORSPORTS","177 E Plaza Dr, Mooresville, NC 28115, USA","(704) 881-1224","https://www.aamotorsportsnc.com/","","","https://maps.google.com/?cid=3239636687061125991",4.9,91,"Mooresville, NC"
"Absolute Cars","801 N Wall St, Benson, NC 27504, USA","(919) 894-2694","http://absolutecarsinc.com/","","","https://maps.google.com/?cid=12969421844447891063",4.9,90,"Holly Springs, NC"
"Vann’s Auto Sales","109 Edgar St, Goldsboro, NC 27530, USA","(919) 736-2587","http://www.vannsautosales.com/","vannlane@yahoo.com","vannlane@yahoo.com","https://maps.google.com/?cid=12633005463570024385",4.9,89,"Goldsboro, NC"
"4042 Motors","12606 Cleveland Rd, Garner, NC 27529, USA","(919) 772-4042","http://www.4042motors.com/","email@address.com","email@address.com","https://maps.google.com/?cid=3627157391336171022",4.9,82,"Garner, NC"
"Urcar Motors LLC","8578 US-401, Fuquay-Varina, NC 27526, USA","(919) 586-6156","http://www.urcarmotors.com/","","","https://maps.google.com/?cid=12139901076359950699",4.9,75,"Fuquay-Varina, NC"
"Luxury Auto Sales LLC","2430 Schirra Pl, High Point, NC 27263, USA","(336) 701-9852","http://www.luxuryautosalesllc.com/","","","https://maps.google.com/?cid=17647553566663889088",4.9,67,"High Point, NC"
"ACC Auto","10214 Chapel Hill Rd, Morrisville, NC 27560, USA","(919) 336-3100","http://accautosale.com/","","","https://maps.google.com/?cid=12025136915788621823",4.9,66,"Cary, NC"
"Motors America","183 E Plaza Dr, Mooresville, NC 28115, USA","(704) 677-7068","https://www.motors-america.com/","","","https://maps.google.com/?cid=275459835030796693",4.9,64,"Mooresville, NC"
"Explorer Auto Sales of Greenville","3825 Charles Blvd, Greenville, NC 27858, USA","(252) 516-6235","http://www.explorerautosalesgreenville.com/","","","https://maps.google.com/?cid=670847480478224019",4.9,60,"Greenville, NC"
"A&Y Auto Sale, LLC","3132 Natal St, Fayetteville, NC 28306, USA","(910) 779-0205","https://ayautosale.mycarsonline.com/","","","https://maps.google.com/?cid=3034373680029598353",4.9,58,"Fayetteville, NC"
"Autos Direct","2623 S Main St, Concord, NC 28027, USA","(704) 925-1088","http://autosdirectnc.com/","bbowlin@autosdirectnc.com","bbowlin@autosdirectnc.com","https://maps.google.com/?cid=9015757979724290126",4.9,54,"Concord, NC"
"Pinnacle Motor Company","395 E Plaza Dr, Mooresville, NC 28115, USA","(704) 702-8020","https://www.pinnaclemotorslkn.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp","","","https://maps.google.com/?cid=14966063141985409960",4.9,54,"Mooresville, NC"
"Coast Motors Inc","4203 Oleander Dr, Wilmington, NC 28403, USA","(910) 899-4020","http://coastmotorsinc.com/","coastmotorsinc@gmail.com","coastmotorsinc@gmail.com","https://maps.google.com/?cid=9682489772962515868",4.9,53,"Wilmington, NC"
"DAB Auto World and Leasing","208 Elm Ave A, Wake Forest, NC 27587, USA","(919) 570-0303","http://dabautoworldnc.com/","","","https://maps.google.com/?cid=12027453088901839529",4.9,52,"Wake Forest, NC"
"Shifting Gears Motors Inc.","13613 E Independence Blvd #7, Indian Trail, NC 28079, USA","(980) 998-0108","https://www.shiftinggearsmotors.com/","","","https://maps.google.com/?cid=11866833216763904995",4.9,46,"Indian Trail, NC"
"M & M Auto Sales and Service, LLC","1975 Old Mountain Rd, Statesville, NC 28625, USA","(704) 775-4482","https://www.mmautosalesandservice.org/","","","https://maps.google.com/?cid=1683619190188119100",4.9,43,"Statesville, NC"
"Essential Motors LLC","1701 Goldsboro St S, Wilson, NC 27893, USA","(919) 288-2400","https://essentialmotorsnc.com/","","","https://maps.google.com/?cid=12617980930662917276",4.9,41,"Wilson, NC"
"Godfreys Auto Sales LLC","3105 Lee Ave, Sanford, NC 27332, USA","(919) 777-9700","http://www.godfreysautosalesllc.com/","","","https://maps.google.com/?cid=7661932506043866066",4.9,37,"Sanford, NC"
"citi auto group inc","331 E Durham Rd, Cary, NC 27511, USA","(919) 709-7665","http://www.citiautocars.com/","","","https://maps.google.com/?cid=13417637253444830527",4.9,34,"Cary, NC"
"Division One Motors LLC","2110 E Franklin Blvd, Gastonia, NC 28054, USA","(704) 243-8233","https://divisiononemotors.com/","","","https://maps.google.com/?cid=4946949773935591728",4.9,34,"Gastonia, NC"
"White Cross Auto Sales","1126 Crawford Dairy Rd, Chapel Hill, NC 27516, USA","(919) 969-1500","http://whitecrossautosales.com/","","","https://maps.google.com/?cid=7262391198737225624",4.9,22,"Chapel Hill, NC"
"Eastern Carolina Pre-Owned Center","757 East St, Pittsboro, NC 27312, USA","(919) 542-3279","https://www.pittsboroautos.com/","","","https://maps.google.com/?cid=11025701650719368530",4.9,19,"Chapel Hill, NC"
"Ih Auto Sales","4050 Richlands Hwy, Jacksonville, NC 28540, USA","(910) 507-2032","https://www.ihautosales.net/","","","https://maps.google.com/?cid=2065964540619993785",4.9,10,"Jacksonville, NC"
"Rocky Mount Auto Center","2421 N Wesleyan Blvd, Rocky Mount, NC 27804, USA","(252) 212-9868","http://www.rockymountautocenter.com/","","","https://maps.google.com/?cid=5198038136058821911",4.9,10,"Rocky Mount, NC"
"Superstore Autos","2324 N Marine Blvd, Jacksonville, NC 28546, USA","(910) 968-2558","http://www.superstoreautos.com/","","","https://maps.google.com/?cid=10079067978250595565",4.9,9,"Jacksonville, NC"
"Honda of Concord","7650 Bruton Smith Blvd, Concord, NC 28027, USA","(704) 774-4538","https://www.hondaofconcord.com/?utm_source=weblistings&utm_medium=organic&utm_campaign=hendricklocallistings","","","https://maps.google.com/?cid=13269026646708080343",4.8,16166,"Concord, NC"
"Hendrick Toyota Concord","7670 Bruton Smith Blvd, Concord, NC 28027, USA","(704) 467-8287","https://www.hendricktoyotaconcord.com/?utm_source=weblistings&utm_medium=organic&utm_campaign=hendricklocallistings","vernita.reveron@hendrickauto.com","vernita.reveron@hendrickauto.com","https://maps.google.com/?cid=4452604256655773990",4.8,11430,"Concord, NC"
"EchoPark Automotive Charlotte","3648 E Independence Blvd, Charlotte, NC 28205, USA","(704) 774-4762","https://www.echopark.com/dealerships/nc/charlotte/echopark-charlotte?utm_source=google&utm_medium=organic&utm_campaign=GoogleLocalListingCharlotte","","","https://maps.google.com/?cid=17119898133154764689",4.8,9807,"Charlotte, NC"
"Jerry Hunt Supercenter","418 Piedmont Dr, Lexington, NC 27295, USA","(336) 249-2591","https://www.jerryhuntsupercenter.com/?utm_source=google_my_business&utm_medium=organic&utm_campaign=gmb","","","https://maps.google.com/?cid=1416578201586107387",4.8,9654,"Salisbury, NC"
"Impex Auto Sales","3518 S Holden Rd, Greensboro, NC 27407, USA","(336) 271-5987","https://www.impexautosales.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb","sales@impexautosales.com","sales@impexautosales.com","https://maps.google.com/?cid=10887824836717163232",4.8,9646,"Greensboro, NC"
"Jeff Gordon Chevrolet","228 College Rd, Wilmington, NC 28403, USA","(910) 218-2990","https://www.jeffgordonchevy.com/?utm_source=weblistings&utm_medium=organic&utm_campaign=hendricklocallistings","","","https://maps.google.com/?cid=4279504718651360824",4.8,9604,"Wilmington, NC"
"Stevenson-Hendrick Toyota Jacksonville","3124 New Bern Hwy, Jacksonville, NC 28546, USA","(910) 937-1555","https://www.stevensonhendricktoyota.com/?utm_source=weblistings&utm_medium=organic&utm_campaign=hendricklocallistings","","","https://maps.google.com/?cid=1265350292636831835",4.8,8276,"Jacksonville, NC"
"Reggie Jackson Airport Honda","9530 Lumley Rd, Morrisville, NC 27560, USA","(984) 884-0009","https://www.reggiejacksonairporthonda.com/?utm_source=weblistings&utm_medium=organic&utm_campaign=hendricklocallistings","lum-sales@hendrickauto.com","lum-sales@hendrickauto.com","https://maps.google.com/?cid=10693326662411823863",4.8,7240,"Morrisville, NC"
"Greenville Toyota","3615 S Memorial Dr, Greenville, NC 27834, USA","(252) 999-9789","https://www.greenvilletoyota.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb","","","https://maps.google.com/?cid=2430682376135864237",4.8,6494,"Greenville, NC"
"Hendrick Kia of Concord","7550 Hendrick Auto Plaza NW, Concord, NC 28027, USA","(704) 467-8591","https://www.hendrickkiaofconcord.com/?utm_source=weblistings&utm_medium=organic&utm_campaign=hendricklocallistings","","","https://maps.google.com/?cid=17687115191561788702",4.8,6398,"Concord, NC"
"EchoPark Automotive Raleigh (Cary)","2333 Walnut St, Cary, NC 27518, USA","(919) 263-3601","https://www.echopark.com/dealerships/nc/cary/echopark-raleigh?utm_source=google&utm_campaign=GoogleLocalListingRaleigh&utm_medium=organic","","","https://maps.google.com/?cid=4225030348347219903",4.8,3620,"Raleigh, NC"
