Name,Address,Phone,Website,Email,All Emails,Google Maps,Rating,Reviews,City
"Toyota of North Charlotte","13429 Statesville Rd, Huntersville, NC 28078, USA","(704) 875-9199","https://www.toyotaofnorthcharlotte.com/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness","toyotaofnorthcharlotte@eleadtrack.net","toyotaofnorthcharlotte@eleadtrack.net","https://maps.google.com/?cid=2123605299758622393",4.7,11329,"Charlotte, NC"
"Rick Hendrick City Chevrolet","5101 E Independence Blvd, Charlotte, NC 28212, USA","(980) 242-5621","https://www.citychevrolet.com/?utm_source=weblistings&utm_medium=organic&utm_campaign=hendricklocallistings","heather.drayton@hendrickauto.com","heather.drayton@hendrickauto.com","https://maps.google.com/?cid=13358401762754261206",4.7,7014,"Charlotte, NC"
"Hendrick Chevrolet","100 Auto Mall Drive, Cary, NC 27511, USA","(919) 439-5132","https://www.hendrickchevrolet.com/?utm_source=weblistings&utm_medium=organic&utm_campaign=hendricklocallistings","david.ward@hendrickauto.com","david.ward@hendrickauto.com","https://maps.google.com/?cid=6029172276433529307",4.7,5418,"Raleigh, NC"
"Hendrick Chrysler Jeep FIAT Fayetteville","543 N McPherson Church Rd, Fayetteville, NC 28303, USA","(910) 676-7672","https://www.hendrickchryslerjeep.com/?utm_source=weblistings&utm_medium=organic&utm_campaign=hendricklocallistings","hcjsales@hendrickauto.com","hcjsales@hendrickauto.com","https://maps.google.com/?cid=6000273730158297772",4.7,5025,"Fayetteville, NC"
"Audi Charlotte","9300 E Independence Blvd, Matthews, NC 28105, USA","(704) 535-8800","https://www.audicharlotte.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_link","jsimmons@drivedag.com","jsimmons@drivedag.com","https://maps.google.com/?cid=2057482750420441774",4.7,4793,"Matthews, NC"
"Hendrick Kia of Cary","90 Mackenan Dr, Cary, NC 27511, USA","(919) 439-6178","https://www.hendrickkia.com/?utm_source=weblistings&utm_medium=organic&utm_campaign=hendricklocallistings","luke.lavoie@hendrickauto.com","luke.lavoie@hendrickauto.com","https://maps.google.com/?cid=14492163408909654493",4.7,4568,"Cary, NC"
"Hendrick Buick GMC Cary","115 Team Hendrick Way, Cary, NC 27511, USA","(919) 439-5933","https://www.hendrickbuickgmccary.com/?utm_source=weblistings&utm_medium=organic&utm_campaign=hendricklocallistings","joshua.feldman@hendrickauto.com","joshua.feldman@hendrickauto.com","https://maps.google.com/?cid=14052879720337375699",4.7,4388,"Cary, NC"
"Flow Honda in Winston Salem","2600 Peters Creek Pkwy, Winston-Salem, NC 27127, USA","(336) 785-3380","https://www.flowhondawinstonsalem.com/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile","flowhondawinstonsalem@eleadtrack.net","flowhondawinstonsalem@eleadtrack.net","https://maps.google.com/?cid=12466308954906253965",4.7,4085,"Winston-Salem, NC"
"Parks Chevrolet Huntersville","15235 Statesville Rd, Huntersville, NC 28078, USA","(704) 464-4272","https://www.parkschevrolethuntersville.com/?utm_source=gmb&utm_medium=organic&utm_campaign=m2","phvsalesmanagers@parksautogroup.com","phvsalesmanagers@parksautogroup.com","https://maps.google.com/?cid=17537985049623107306",4.7,3543,"Charlotte, NC"
"Riverside Chrysler Dodge Jeep Ram and Fiat","5000 US-70 Suite B, New Bern, NC 28560, USA","(252) 675-4308","https://www.riversidechryslerjeepdodge.net/?utm_source=google&utm_medium=organic&utm_campaign=gmb","rjakes@riversidevehicles.com","rjakes@riversidevehicles.com","https://maps.google.com/?cid=16447973551747440162",4.7,2232,"New Bern, NC"
"Johnson Subaru of Cary","109 Mackenan Dr, Cary, NC 27511, USA","(919) 238-6864","https://www.johnsonsubaru.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp+sales","johnsonsubaruofcary@eleadtrack.net","johnsonsubaruofcary@eleadtrack.net","https://maps.google.com/?cid=11281686020218370234",4.7,2207,"Cary, NC"
"AutoNation USA Charlotte","4800 E Independence Blvd, Charlotte, NC 28212, USA","(980) 800-9099","https://www.autonationusa.com/dealership/charlotte.htm?&utm_source=local&utm_medium=organic&utm_campaign=*000012247*GMB","marketingsupport@autonation.com","marketingsupport@autonation.com","https://maps.google.com/?cid=7176857580929320264",4.7,2121,"Charlotte, NC"
"East Carolina Chrysler Dodge Jeep Ram Fiat","3401 S Memorial Dr, Greenville, NC 27834, USA","(252) 417-2758","https://www.eastcarolinachryslerdodge.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb","fcalfee@ecauto.com","fcalfee@ecauto.com","https://maps.google.com/?cid=12783565242208105739",4.7,2077,"Greenville, NC"
"Cadillac Of Fayetteville","1637 Skibo Rd, Fayetteville, NC 28303, USA","(910) 613-5836","https://www.cadillacoffayetteville.com/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_content=website_button","bill.shotwell@cadillacoffayetteville.com","bill.shotwell@cadillacoffayetteville.com","https://maps.google.com/?cid=17089035755025788977",4.7,1880,"Fayetteville, NC"
"Modern Nissan of Hickory","840 US Hwy 70 SE, Hickory, NC 28602, USA","(828) 324-5040","https://www.modernnissanofhickory.com/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile","nissanhkcontactus@modernauto.com","nissanhkcontactus@modernauto.com","https://maps.google.com/?cid=11181895297363497526",4.7,1652,"Hickory, NC"
"Bob King Buick GMC, INC.","5115 New Centre Dr, Wilmington, NC 28403, USA","(910) 338-9347","https://www.bobkinggmc.com/?utm_campaign=gmb&utm_medium=organic&utm_source=local","sales@bobking.com","sales@bobking.com","https://maps.google.com/?cid=4472138221885990211",4.7,1378,"Wilmington, NC"
"4042 Motorsports","3640 Sanders Rd, Willow Spring, NC 27592, USA","(919) 207-4042","http://www.4042motorsports.com/","email@address.com","email@address.com","https://maps.google.com/?cid=483098169268077863",4.7,783,"Garner, NC"
"Riverside Subaru","5000 US-70 Suite A, New Bern, NC 28560, USA","(252) 633-4411","https://www.riversidesubarunewbern.com/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness","rjakes@riversidevehicles.com","rjakes@riversidevehicles.com","https://maps.google.com/?cid=1393076189383080514",4.7,665,"New Bern, NC"
"Medlin Buick GMC","1900 Tarboro St W, Wilson, NC 27893, USA","(252) 674-0187","https://www.medlinbuickgmc.com/?utm_source=gbp&utm_medium=organic&utm_content=website-button","leads@buickgmcmazda.medlincars.com","leads@buickgmcmazda.medlincars.com","https://maps.google.com/?cid=14604672118765771801",4.7,643,"Wilson, NC"
"Greensboro Auto Center","3800 Burlington Rd, Greensboro, NC 27405, USA","(336) 698-3000","https://www.gsoauto.com/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness","sales@gsoauto.com","sales@gsoauto.com","https://maps.google.com/?cid=16443831500535829611",4.7,587,"Greensboro, NC"
"Team E-Z Auto","3900 Bragg Blvd, Fayetteville, NC 28303, USA","(910) 868-3000","https://teamezauto.com/","cmartin@teamezauto.com","cmartin@teamezauto.com","https://maps.google.com/?cid=11476104435107921491",4.7,369,"Fayetteville, NC"
"Lamborghini Charlotte","6500 E Independence Blvd, Charlotte, NC 28212, USA","(980) 960-9562","https://www.lambocharlotte.com/","sales@lamborghinicarolinas.com","sales@lamborghinicarolinas.com","https://maps.google.com/?cid=881810405686739878",4.7,273,"Charlotte, NC"
"Auto Network of Wilmington LLC","6106 Market St, Wilmington, NC 28405, USA","(910) 399-4112","https://autowilmington.com/","blake@autowilmington.com","blake@autowilmington.com","https://maps.google.com/?cid=14310692503902530051",4.7,110,"Wilmington, NC"
"Hamilton's Auto Sales","908 W Academy St, Fuquay-Varina, NC 27526, USA","(919) 552-4452","http://www.hamiltonautosales.com/","motorsonmain@gmail.com","motorsonmain@gmail.com; hamautos@gmail.com","https://maps.google.com/?cid=13070983500296134350",4.7,81,"Holly Springs, NC"
"Terry Labonte Chevrolet","1401 Bridford Pkwy, Greensboro, NC 27407, USA","(336) 447-1535","https://www.terrylabontechevy.com/?utm_source=weblistings&utm_medium=organic&utm_campaign=hendricklocallistings","tlcesales@hendrickauto.com","tlcesales@hendrickauto.com","https://maps.google.com/?cid=17676237844532920888",4.6,8130,"Greensboro, NC"
"Hendrick Chevrolet Buick GMC Southpoint","127 Kentington Dr, Durham, NC 27713, USA","(919) 888-4896","https://www.hendrickgmsouthpoint.com/?utm_source=weblistings&utm_medium=organic&utm_campaign=hendricklocallistings","elizabeth.vandyke@hendrickauto.com","elizabeth.vandyke@hendrickauto.com","https://maps.google.com/?cid=2513929553898895851",4.6,6661,"Durham, NC"
"North Point Chrysler Dodge Jeep Ram","7726 North Point Blvd, Winston-Salem, NC 27106, USA","(336) 770-2081","https://www.northpointchryslerjeep.net/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness","sales@northpointcdjr.edealerhub.com","sales@northpointcdjr.edealerhub.com","https://maps.google.com/?cid=14686732216183059620",4.6,5685,"Winston-Salem, NC"
"Parks Chevrolet Charlotte","8530 Ikea Blvd, Charlotte, NC 28262, USA","(704) 317-6416","https://www.parkscharlotte.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-website&utm_content=website_button","parkscharlotte@parksautogroup.com","parkscharlotte@parksautogroup.com","https://maps.google.com/?cid=14574327880570324398",4.6,4997,"Charlotte, NC"
"Everett Chevrolet Buick GMC Cadillac","161 US Hwy 70 SE, Hickory, NC 28602, USA","(828) 327-9171","https://www.everettchevy.com/?utm_source=google-my-business-ech&utm_medium=google&utm_campaign=gmb&utm_id=Google+My+Business&utm_term=organic","customerservice@everettchevy.com","customerservice@everettchevy.com","https://maps.google.com/?cid=17916343937245007902",4.6,4790,"Hickory, NC"
"Flow Nissan of Fayetteville","4559 Raeford Rd, Fayetteville, NC 28304, USA","(910) 323-4400","https://www.flownissanfayetteville.com/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile","flownissanfayetteville@eleadtrack.net","flownissanfayetteville@eleadtrack.net","https://maps.google.com/?cid=15228474574967281920",4.6,4176,"Fayetteville, NC"
"Toyota of Gastonia","4821 Wilkinson Blvd, Gastonia, NC 28056, USA","(704) 824-7777","https://www.toyotaofgastonia.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_sales","sales@toyotaofgastonia.com","sales@toyotaofgastonia.com","https://maps.google.com/?cid=13878774444506831274",4.6,3955,"Gastonia, NC"
"Hendrick Chevrolet Monroe","3112 W Hwy 74, Monroe, NC 28110, USA","(704) 288-5675","https://www.hendrickchevroletmonroe.com/?utm_source=weblistings&utm_medium=organic&utm_campaign=hendricklocallistings","heather.drayton@hendrickauto.com","heather.drayton@hendrickauto.com","https://maps.google.com/?cid=14946872842199591555",4.6,2751,"Indian Trail, NC"
"Sanders Ford Inc","1135 Lejeune Blvd, Jacksonville, NC 28540, USA","(910) 478-4291","https://www.sandersfordsales.com/?utm_source=rsdvm&utm_medium=gmb&utm_campaign=brandawareness&utm_content=jacksonville","leads@gosanders.com","leads@gosanders.com","https://maps.google.com/?cid=9633429144348650429",4.6,2617,"Jacksonville, NC"
"Modern Nissan of Concord","967 Concord Pkwy S, Concord, NC 28027, USA","(704) 788-2110","https://www.modernnissanofconcord.com/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile","nissancncontactus@modernauto.com","nissancncontactus@modernauto.com","https://maps.google.com/?cid=4336439280492126679",4.6,2510,"Concord, NC"
"CARmazone","428 Jake Alexander Blvd S, Salisbury, NC 28147, USA","(704) 216-1500","https://www.carmazone.com/","sales@carmazone.com","sales@carmazone.com","https://maps.google.com/?cid=8119886784069246377",4.6,2328,"Salisbury, NC"
"Lumberton Chevrolet Buick GMC","500 Linkhaw Rd, Lumberton, NC 28358, USA","(910) 739-7577","https://www.lumbertonauto.com/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness","margaret.lewis@lcbgc.com","margaret.lewis@lcbgc.com","https://maps.google.com/?cid=127839409076501076",4.6,2304,"Lumberton, NC"
"Hickory Used Car Superstore","625 US Hwy 70 SE, Hickory, NC 28602, USA","(828) 547-9068","https://www.hickoryused.com/?utm_source=google-my-business-hucs&utm_medium=google&utm_campaign=gmb&utm_id=Google+My+Business&utm_term=organic","customerservice@hickoryused.com","customerservice@hickoryused.com","https://maps.google.com/?cid=14271615049044619550",4.6,2042,"Hickory, NC"
"Classic Chrysler Jeep Dodge Ram Fiat of Goldsboro","306 N Oak Forest Rd, Goldsboro, NC 27534, USA","(877) 679-9938","https://www.goldsborocars.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp+sales","jengel@millsautogroup.com","jengel@millsautogroup.com","https://maps.google.com/?cid=9954879653155834005",4.6,1813,"Goldsboro, NC"
"Crenshaw Hyundai","330 Huffman Mill Rd, Burlington, NC 27215, USA","(855) 872-4441","https://www.crenshawhyundai.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp","sales@crenshawhyundai.edealerhub.com","sales@crenshawhyundai.edealerhub.com; accessibility@hmausa.com","https://maps.google.com/?cid=15113526915804357263",4.6,1629,"Burlington, NC"
"Flow Volkswagen of Durham","3823 Durham-Chapel Hill Blvd, Durham, NC 27707, USA","(919) 493-7411","https://www.flowvolkswagendurham.com/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile","sales@flowvolkswagenofdurham.edealerhub.com","sales@flowvolkswagenofdurham.edealerhub.com","https://maps.google.com/?cid=5208019866095546182",4.6,1458,"Chapel Hill, NC"
"Volvo Cars of Cary","1375 NW Maynard Rd, Cary, NC 27513, USA","(919) 238-2140","https://www.volvocarsofcary.com/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_id=honestdigital","sales@volvocarsofcary.com","sales@volvocarsofcary.com","https://maps.google.com/?cid=12589314258402828986",4.6,1259,"Morrisville, NC"
"Genesis of Charlotte","2500 Crownpoint Executive Dr, Charlotte, NC 28227, USA","(704) 368-0704","https://www.genesisofcharlotte.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-main","contactus@genesisofcharlotte.com","contactus@genesisofcharlotte.com","https://maps.google.com/?cid=9894810078547294373",4.6,1211,"Matthews, NC"
"Sport Durst Volkswagen","3501 McLain St, Goldsboro, NC 27534, USA","(919) 351-6684","https://www.sportdurstvw.com/?utm_source=GoogleBusinessProfile&utm_medium=organic","leads@sportdurstgoldsboro.com","leads@sportdurstgoldsboro.com","https://maps.google.com/?cid=5281834121098913510",4.6,992,"Goldsboro, NC"
"Tim Marburger Chevrolet","1520 S Cannon Blvd, Kannapolis, NC 28083, USA","(704) 680-6911","https://www.timmarburgerchevy.com/","aspringer@marburgerauto.com","aspringer@marburgerauto.com","https://maps.google.com/?cid=18189370203901601741",4.6,892,"Kannapolis, NC"
"Riverside Nissan of New Bern","3315 US-70 E, New Bern, NC 28560, USA","(877) 331-4290","https://www.riversidenissannewbern.com/?utm_source=google&utm_medium=organic&utm_campaign=google_my_business","leads@riversidenissannewbern.com","leads@riversidenissannewbern.com","https://maps.google.com/?cid=5440491853724386385",4.6,788,"New Bern, NC"
"Hyundai of New Bern","2910 US-70, New Bern, NC 28560, USA","(252) 637-0007","https://www.hyundaiofnewbern.com/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness","sales@hyundaiofnewbern.com","sales@hyundaiofnewbern.com","https://maps.google.com/?cid=5162297712426805872",4.6,772,"New Bern, NC"
"David Westcott Buick GMC","2410 S Church St, Burlington, NC 27215, USA","(336) 228-0141","https://www.davidwestcott.com/","gw@davidwestcott.com","gw@davidwestcott.com","https://maps.google.com/?cid=9423706916123717889",4.6,733,"Burlington, NC"
"Brown's Auto World","2634 Hope Mills Rd, Fayetteville, NC 28306, USA","(910) 307-7361","http://brownsautoworld.com/","brownsautoworld15@gmail.com","brownsautoworld15@gmail.com; 2219707@leadsprod.dealercenter.net","https://maps.google.com/?cid=562973378612411734",4.6,556,"Fayetteville, NC"
"Genesis of Cary","5000 Old Raleigh Rd, Cary, NC 27511, USA","(984) 465-2750","https://www.genesisofcary.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp+sales","sales@johnsongenesisofcary.edealerhub.com","sales@johnsongenesisofcary.edealerhub.com","https://maps.google.com/?cid=15763882484838037325",4.6,477,"Cary, NC"
"Medlin Mazda","1900 Tarboro St W, Wilson, NC 27893, USA","(252) 243-6106","https://www.medlinmazda.com/?utm_source=gmb&utm_medium=organic&utm_campaign=main","frank@medlincars.com","frank@medlincars.com","https://maps.google.com/?cid=16293288699937387489",4.6,262,"Wilson, NC"
"The Auto Finders","1603 S Miami Blvd, Durham, NC 27703, USA","(919) 957-0156","https://www.theautofinders.com/","info@theautofinders.com","info@theautofinders.com","https://maps.google.com/?cid=7736679106317513607",4.6,251,"Durham, NC"
"Benchmark Auto Sales: Raleigh South - Buy-Here, Pay-Here Alternative","480 US-70, Garner, NC 27529, USA","(919) 615-1350","https://www.benchmarkautosales.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=raleigh","sales@benchmarkautosales.com","sales@benchmarkautosales.com","https://maps.google.com/?cid=10869400339375634612",4.6,240,"Garner, NC"
"Byblos Motors","827 S Church St, Burlington, NC 27215, USA","(336) 226-5050","https://www.byblosmotorsports.com/","team@latofonts.com","team@latofonts.com; anapbm@gmail.com; filler@godaddy.com","https://maps.google.com/?cid=7845643150886953896",4.6,178,"Burlington, NC"
"Rare Rides Company","128 Innovation Dr, Statesville, NC 28677, USA","(980) 306-8100","https://www.rarerides.com/","info@rarerides.com","info@rarerides.com","https://maps.google.com/?cid=9269024203204310897",4.6,65,"Statesville, NC"
